Na Manzoor,,Official twitter account for the documentation of overseas Pakistani donors who are contributing to the PTI Chairman Imran Khan,FALSE,2022-05-18 11:10:01+00:00,thank you jawad aslam from united kingdom for your donation of,neutral,pti
Waseem Arshad Wains,,Simplicity,FALSE,2022-05-18 11:03:02+00:00,we the bots,positive,pti
Muhammad Nauman,,,FALSE,2022-05-18 10:53:43+00:00,one man armyik against all the thugspdm he didn,positive,pti
Na Manzoor,,Official twitter account for the documentation of overseas Pakistani donors who are contributing to the PTI Chairman Imran Khan,FALSE,2022-05-18 10:50:02+00:00,thank you muhammad kashif from south africa for your donation of,neutral,pti
Namra Sohail,,MBBS student,FALSE,2022-05-18 10:02:30+00:00,behind you skipper,positive,pti
Na Manzoor,,Official twitter account for the documentation of overseas Pakistani donors who are contributing to the PTI Chairman Imran Khan,FALSE,2022-05-18 10:00:03+00:00,thank you parvez akhtar from united kingdom for your donation of,neutral,pti
Na Manzoor,,Official twitter account for the documentation of overseas Pakistani donors who are contributing to the PTI Chairman Imran Khan,FALSE,2022-05-18 09:50:02+00:00,thank you toqeer khan from united kingdom for your donation of,neutral,pti
,Punjab Pakistan,nothing at all,FALSE,2022-05-18 09:35:15+00:00,imrankhanpti behind you skipper,positive,pti
Na Manzoor,,Official twitter account for the documentation of overseas Pakistani donors who are contributing to the PTI Chairman Imran Khan,FALSE,2022-05-18 09:15:03+00:00,thank you sehyr khairdin from united kingdom for your donation of,neutral,pti
Na Manzoor,,Official twitter account for the documentation of overseas Pakistani donors who are contributing to the PTI Chairman Imran Khan,FALSE,2022-05-18 09:05:02+00:00,thank you muhammad munir khan from austria for your donation of,neutral,pti
Na Manzoor,,Official twitter account for the documentation of overseas Pakistani donors who are contributing to the PTI Chairman Imran Khan,FALSE,2022-05-18 08:55:03+00:00,thank you dr syeda imtiyaz from united kingdom for your donation of,neutral,pti
MKT-7,,Electronic Engineer PTI Pak Army,FALSE,2022-05-18 08:18:24+00:00,imranriazkhanl ghulamhusainpk naeembukharipti shabazgil imranriazfan asadumar imrankhanpti fawadchaudhry haroonnatamam irshadbhatti336 imranriazkhan behind you skipper insha allah,positive,pti
Hussain Ejaz,Nagarian..the land of glaciers,Sky is the limit,FALSE,2022-05-18 08:06:20+00:00,elections the only way forward for democracy pakistan cant afford this imported government stand behind you skipper,positive,pti
Na Manzoor,,Official twitter account for the documentation of overseas Pakistani donors who are contributing to the PTI Chairman Imran Khan,FALSE,2022-05-18 08:05:03+00:00,thank you nabigha shah from united kingdom for your donation of,neutral,pti
Ammar Liaqat,,,FALSE,2022-05-18 07:50:51+00:00,behind you skipper,positive,pti
Faisal Rizwan,Punjab Pakistan,General News,FALSE,2022-05-18 07:46:24+00:00,imrankhanpti behind you skipper,positive,pti
Israr Ul Abideen Marwat,Lakki Pakistan,nothing,FALSE,2022-05-18 07:43:18+00:00,will always be behind you skipper,positive,pti
Imran Riaz Khan Official,Pakistan,Social Media Team Account Of Imran Riaz Khan,FALSE,2022-05-18 07:24:27+00:00,i will never let down my leader always behind you skipper,positive,pti
PTI Tiger Force,Pakistan,Official twitter account of Pakistan Tehreek-e-Insaf Tiger Force. Account Managed By PTI Youth Wing Sindh,FALSE,2022-05-18 07:23:39+00:00,imrankhanpti i will never let down my leader always behind you skipper,positive,pti
Dr Sultana,Pakistan,Gyneacologist,FALSE,2022-05-18 07:12:06+00:00,behind you skipper always,positive,pti
Anwar Shahzad,Lahore Pakistan,My Ability to work with Team,FALSE,2022-05-18 07:10:14+00:00,imrankhanpti those who conspired against pakistan and our government have no idea where pakistan was heading to this was purely imran speed we are behind you skipper for your come back inshahallah,positive,pti
Jaweria,5th Floor Sarena Hotel ,,FALSE,2022-05-18 07:09:48+00:00,imrankhanpti standing behind you skipper,positive,pti
PTI Tiger Force,Pakistan,Official twitter account of Pakistan Tehreek-e-Insaf Tiger Force. Account Managed By PTI Youth Wing Sindh,FALSE,2022-05-18 07:09:37+00:00,imrankhanpti i will never let down my leader always behind you skipper,positive,pti
Big Whale,,Solana Avax Etherium BTC BNB ADA  SHINJA BabyDoge AR ..... So on,FALSE,2022-05-18 06:57:56+00:00,i will never let down my leader always behind you skipper,positive,pti
Eman Najabat,,,FALSE,2022-05-18 06:37:11+00:00,imrankhanpti always behind you skipper,positive,pti
Na Manzoor,,Official twitter account for the documentation of overseas Pakistani donors who are contributing to the PTI Chairman Imran Khan,FALSE,2022-05-18 06:35:03+00:00,thank you faraz from united arab emirates for your donation of,neutral,pti
Na Manzoor,,Official twitter account for the documentation of overseas Pakistani donors who are contributing to the PTI Chairman Imran Khan,FALSE,2022-05-18 06:30:02+00:00,thank you anwar zia from qatar for your donation of,neutral,pti
Na Manzoor,,Official twitter account for the documentation of overseas Pakistani donors who are contributing to the PTI Chairman Imran Khan,FALSE,2022-05-18 06:30:01+00:00,thank you rani butt from norway for your donation of,neutral,pti
Gul Afridi,,,FALSE,2022-05-18 06:20:16+00:00,waqasamjaad allah pak hamare khan ko apne hefzo aman me rake always behind you skipper,positive,pti
Zia fareed,Faisalabad,,FALSE,2022-05-18 06:02:39+00:00,imrankhanpti behind you skipper,positive,pti
Ayesha|BehindYouSkipper,Pakistan ,Biggest Fan of @realshoaibmalik ,FALSE,2022-05-18 05:14:34+00:00,trending list is all about ik,positive,pti
Sumyia,Islamabad Pakistan,,FALSE,2022-05-18 05:01:17+00:00,i will never let down my leader always behind you skipper,positive,pti
Farrukh Hashmi,United States,Politics & Tech mostly. Believer of freedom sovereignty equality & justice for all. Tell Dad that u love him mountains valleys and ,FALSE,2022-05-18 04:58:41+00:00,gujranwala are you ready to welcome your kaptaan to break the shackles and chains of slavery,positive,pti
Aqib Nawaz,,,FALSE,2022-05-18 04:43:50+00:00,i will never let down my leader always behind you skipper,positive,pti
Noman Goraya,,Media Scholar Freelance Journalist always want to share my own views and thoughts do not like to borrow.,FALSE,2022-05-18 04:13:36+00:00,proud to be your follower from day one will keep standing behind you skipper till mine last day,positive,pti
Rahat Waqas,," Honesty is a very expensive gift .Dont expect it from cheap people.""",FALSE,2022-05-18 04:04:14+00:00,behind you skipper,positive,pti
Zara Khan,,Proud supporter of Imran Khan,FALSE,2022-05-18 03:59:02+00:00,truthfranklin tell biden you forgot to buy the nation,positive,pti
Iman Ali,Pakistan,Official Account / Actress / Model / Host / Alhmadulliah For Everything -Insta id,FALSE,2022-05-18 03:51:27+00:00,always behind you skipper ik,positive,pti
Nosheen,Islamabad Pakistan,FSC student......,FALSE,2022-05-18 03:33:20+00:00,always behind you skipper,positive,pti
Norain Jawad,,,FALSE,2022-05-18 03:13:07+00:00,iihtishamm yes you are the only one we won,positive,pti
Nadia Tahir,Pakistan,Born to smile n shine,FALSE,2022-05-18 02:41:27+00:00,proud to be your follower from day one will keep standing behind you skipper till mine last day,positive,pti
Mujahid Khan,,Proud to be a NIAZI ,FALSE,2022-05-18 01:39:06+00:00,i will never let down my leader always behind you skipper,positive,pti
Muhammad Usman Ali,Lahore,Somewhere between real life and Social life there is a Field I will met you there.,FALSE,2022-05-17 22:52:40+00:00,behind you skipper,positive,pti
Na Manzoor,,Official twitter account for the documentation of overseas Pakistani donors who are contributing to the PTI Chairman Imran Khan,FALSE,2022-05-17 21:15:04+00:00,thank you shahid from canada for your donation of $100 and your message we are behind you skipper,neutral,pti
ROBOT TANVEER,Olesa de Montserrat Espa,Member of PTI UNITED TIGERS DENMARK ,FALSE,2022-05-17 21:13:21+00:00,mashwaniazhar in spain my friend show his love to imrankhanpti always behind you skipper,positive,pti
Na Manzoor,,Official twitter account for the documentation of overseas Pakistani donors who are contributing to the PTI Chairman Imran Khan,FALSE,2022-05-17 20:55:03+00:00,thank you waqas syed from netherlands for your donation of,neutral,pti
Haider Ali,,nothing,FALSE,2022-05-17 20:42:56+00:00,behind you skipper,positive,pti
Dr Sultana,Pakistan,Gyneacologist,FALSE,2022-05-17 19:59:03+00:00,behind you skipper always,positive,pti
Na Manzoor,,Official twitter account for the documentation of overseas Pakistani donors who are contributing to the PTI Chairman Imran Khan,FALSE,2022-05-17 19:45:02+00:00,thank you bushra azam from canada for your donation of,neutral,pti
saraYsuf,Pakistan,saraYsuf FU Account,FALSE,2022-05-17 19:16:40+00:00,i will never let down my leader always behind you skipper,positive,pti
Na Manzoor,,Official twitter account for the documentation of overseas Pakistani donors who are contributing to the PTI Chairman Imran Khan,FALSE,2022-05-17 18:50:02+00:00,thank you saim khan from united kingdom for your donation of,neutral,pti
Na Manzoor,,Official twitter account for the documentation of overseas Pakistani donors who are contributing to the PTI Chairman Imran Khan,FALSE,2022-05-17 18:20:01+00:00,thank you jan from united kingdom for your donation of,neutral,pti
Na Manzoor,,Official twitter account for the documentation of overseas Pakistani donors who are contributing to the PTI Chairman Imran Khan,FALSE,2022-05-17 17:25:02+00:00,thank you muhammad zulqadar from united kingdom for your donation of,neutral,pti
Hamid Awan ,,Pakistan is my priority  love and passion .Any thing against pakistan will be dealt fiercely .Blocked by hamid mir R.Klasra Shirazi safi  cheema solangi,FALSE,2022-05-17 17:13:07+00:00,pakistanio get ready for the news for the greater interest of nation and country we are dissolving national assembly and going into general elections,positive,pti
Dr Sultana,Pakistan,Gyneacologist,FALSE,2022-05-17 17:09:44+00:00,behind you skipper always,positive,pti
Na Manzoor,,Official twitter account for the documentation of overseas Pakistani donors who are contributing to the PTI Chairman Imran Khan,FALSE,2022-05-17 16:55:02+00:00,thank you shahzad fazal from saudi arabia for your donation of,neutral,pti
Na Manzoor,,Official twitter account for the documentation of overseas Pakistani donors who are contributing to the PTI Chairman Imran Khan,FALSE,2022-05-17 16:45:02+00:00,thank you hammad khan from united kingdom for your donation of,neutral,pti
Shabana Anjum,Rawalpindi Pakistan,Proud pakistani ,FALSE,2022-05-17 16:07:25+00:00,behind you skipper always,positive,pti
Arshi Mohsin,,Education,FALSE,2022-05-17 15:13:19+00:00,behind you skipper,positive,pti
Na Manzoor,,Official twitter account for the documentation of overseas Pakistani donors who are contributing to the PTI Chairman Imran Khan,FALSE,2022-05-17 14:45:05+00:00,thank you waqas from new zealand for your donation of,neutral,pti
Na Manzoor,,Official twitter account for the documentation of overseas Pakistani donors who are contributing to the PTI Chairman Imran Khan,FALSE,2022-05-17 14:35:02+00:00,thank you mohammad shakeel hadier from united arab emirates for your donation of,neutral,pti
Na Manzoor,,Official twitter account for the documentation of overseas Pakistani donors who are contributing to the PTI Chairman Imran Khan,FALSE,2022-05-17 14:25:03+00:00,thank you waseem akram from italy for your donation of,neutral,pti
Na Manzoor,,Official twitter account for the documentation of overseas Pakistani donors who are contributing to the PTI Chairman Imran Khan,FALSE,2022-05-17 14:15:02+00:00,thank you saadia from united arab emirates for your donation of,neutral,pti
YousufEjaz,,,FALSE,2022-05-17 14:11:38+00:00,always our leader till the end the whole nation is behind you skipper,positive,pti
M Jee,,,FALSE,2022-05-17 13:31:23+00:00,shabazgil inshallah behind you skipper,positive,pti
Na Manzoor,,Official twitter account for the documentation of overseas Pakistani donors who are contributing to the PTI Chairman Imran Khan,FALSE,2022-05-17 12:25:01+00:00,thank you muhammad ansar from italy for your donation of,neutral,pti
Syeda Maryam,Karachi Pakistan,,FALSE,2022-05-17 12:18:51+00:00,i will never let down my leader always behind you skipper,positive,pti
Na Manzoor,,Official twitter account for the documentation of overseas Pakistani donors who are contributing to the PTI Chairman Imran Khan,FALSE,2022-05-17 11:55:02+00:00,thank you shahid younas from australia for your donation of,neutral,pti
Jabal Noor,,,FALSE,2022-05-17 11:33:44+00:00,behind you skipper,positive,pti
Na Manzoor,,Official twitter account for the documentation of overseas Pakistani donors who are contributing to the PTI Chairman Imran Khan,FALSE,2022-05-17 11:30:02+00:00,thank you hyra zaka from united kingdom for your donation of,neutral,pti
Zuha Ansari,, @zarnish4256. https://t.co/egmQOzJ6f1,FALSE,2022-05-17 10:39:47+00:00,behind you skipper,positive,pti
WAQAR ALI,, @TeamiPians,FALSE,2022-05-17 10:35:35+00:00,behind you skipper,positive,pti
Khalida Nasreen,, ,FALSE,2022-05-17 10:27:42+00:00,imrankhanpti aoa imran khan sahab aap dilon k wazere azam hain always behind you skipper imported government absolutely not we demand fori elections n resignation of chief ecp immediately,positive,pti
HASSAN MALIK,, Zoological Society GCU-LAHORE,FALSE,2022-05-17 10:04:48+00:00,behind you skipper,positive,pti
Bareera Khan PTI,, Struggling for the betterment of ,FALSE,2022-05-17 10:01:34+00:00,teamipians kaliwalyam ghazalaquresh14 11wwazir irfanuk11 exploreislam6 shanayaawan hoorainy insafpk faisaljavedkhan zartajgulwazir behind you skipper,positive,pti
Imran Idrees,Lahore Pakistan, Ordinary person with huge plans  dreamer and a fighter who never gives up  Blessed as majority of dreams been come true and positively chasing the rest ,FALSE,2022-05-17 09:30:33+00:00,so proud of you imrankhanpti for your consistency and dedication to fight the corrupt system and the beneficiaries in sha allah success is ahead soon proud of my nation for standing right behind skipper though there are many challenges ahead but we will succeed in sha allah,positive,pti
Gul Afridi,, ,FALSE,2022-05-17 09:30:18+00:00,imrankhanpti always behind you skipper,positive,pti
Bilawal jutt,, https://t.co/yxOYlROBox,FALSE,2022-05-17 08:19:03+00:00,behind you skipper dont worry,positive,pti
AQEEL,BWP, I also sing sometimes ,FALSE,2022-05-17 07:32:06+00:00,assadkazmipti imrankhanpti behind you skipper,positive,pti
Hamza Khan,, Patriotic proud Pakistani.,FALSE,2022-05-17 06:22:08+00:00,ptiofficial may allah protect him from every evil behind you skipper,positive,pti
Iqrar Khalid minhas,Punjab Pakistan, Proudly Pro Pakistani.,FALSE,2022-05-17 06:18:31+00:00,qasimishfaqktk insha allah weball are with our leader,positive,pti
Honesty,, ,FALSE,2022-05-17 06:17:45+00:00,rana qatil you and your imported govt and your facilitators will not be spared even if the single hair of imran khan is touched this is pakistan of 2022 not 90s,positive,pti
Nasir Khan,, ,FALSE,2022-05-17 06:17:06+00:00,imrankhanpti behind you skipper,positive,pti
Sami Pashtoon,Pakistan , ,FALSE,2022-05-17 05:28:51+00:00,at swabi jalsa,positive,pti
Waseem Arshad Wains,, Simplicity,FALSE,2022-05-17 05:14:53+00:00,we will get real freedom under the leadership of imran khan,positive,pti
Maaz Saleem,, Behind you skipper Ik ,FALSE,2022-05-17 04:42:14+00:00,behind you skipper ik,positive,pti
Dr Imran,Nowhere, Biowar StayHome journalist analyst,FALSE,2022-05-17 03:47:14+00:00,ptiofficial behind you skipper,positive,pti
Waseem Durrani,, A FAMILY MAN,FALSE,2022-05-17 03:27:26+00:00,imrankhanpti behind you skipper,positive,pti
Zeeshan khan,Tarlai Kalan Islamabad, Ambitious student of Economics Addicted to Social Media and Politics ,FALSE,2022-05-16 20:29:32+00:00,behind you skipper,positive,pti
Nasir khan,, simple and straight Forward inlife,FALSE,2022-05-16 20:09:31+00:00,imrankhanpti behind you skipper,positive,pti
Nayyera,, ,FALSE,2022-05-16 19:41:35+00:00,russiaurdu behind you skipper,positive,pti
Subtain Kawish,, Growing learner,FALSE,2022-05-16 19:39:02+00:00,imrankhanpti behind you skipper,positive,pti
TJ ,Lahore Pakistan, ,FALSE,2022-05-16 19:10:17+00:00,imrankhanpti this mans support will never end day by day jalsas in different cities still crowd comes to full leader behind you skipper,positive,pti
Incog,, Insaaf ki awaaz,FALSE,2022-05-16 19:08:11+00:00,imrankhanpti behind you skipper,positive,pti
Amjad Iqbal,, ,FALSE,2022-05-16 18:21:32+00:00,imrankhanpti behind you skipper,positive,pti
Mahar Sa,, Absolutely Not ,FALSE,2022-05-16 18:16:53+00:00,imrankhanpti behind you skipper,positive,pti
Sumaiya Ali,, Submission to the will of Allah ,FALSE,2022-05-16 18:14:24+00:00,imrankhanpti behind you skipper,positive,pti
Khalid Shah,, ,FALSE,2022-05-16 18:13:18+00:00,imrankhanpti behind you skipper,positive,pti
Subtain Kawish,, Growing learner,FALSE,2022-05-16 18:12:50+00:00,imrankhanpti behind you skipper,positive,pti
Sagheer Talokar PTI,Pakistan, ,FALSE,2022-05-16 18:12:34+00:00,imrankhanpti always behind you skipper,positive,pti
Subtain Kawish,, Growing learner,FALSE,2022-05-16 18:12:30+00:00,imrankhanpti behind you skipper,positive,pti
Saqib khan..,islamabad., Pakistan Tehreek E Insaf.,FALSE,2022-05-16 17:09:06+00:00,majortahirsadiq behind you skipper great imran khan,positive,pti
Motasim Bajwa,Pakistan, A little bit of this and a little bit of that.,FALSE,2022-05-16 16:49:40+00:00,xilleilahi behind you skipper you love coffee right?,positive,pti
DrAhm3d,, I,FALSE,2022-05-16 16:26:57+00:00,jhagra adhoc doctor serving the nation swabi jalsa behind you skipper,positive,pti
Dr Jerry,Swabi, Student,FALSE,2022-05-16 15:41:47+00:00,behind you skipper,positive,pti
Shahzad Jutt,, ,FALSE,2022-05-16 15:39:05+00:00,behind you skipper,positive,pti
Asfandyar Baloch,Bahawalpur Pakistan, My Doctor cant explain my symptoms or my pain,FALSE,2022-05-16 15:05:30+00:00,behind you skipper,positive,pti
Hajra Shahid,, Be a good person by heart not by face.,FALSE,2022-05-16 15:01:01+00:00,shabazgil khan shab tusi great ho,positive,pti
Summia PTI ,Haripur Pakistan, ,FALSE,2022-05-16 12:13:35+00:00,behind you skipper,positive,pti
Na Manzoor,, Official twitter account for the documentation of overseas Pakistani donors who are contributing to the PTI Chairman Imran Khan,FALSE,2022-05-16 11:40:02+00:00,thank you saima hoda from united states for your donation of $100 and your message behind you skipper always,neutral,pti
Reha Bahadar,, ,FALSE,2022-05-16 11:14:59+00:00,mshaanshahid behind you skipper,positive,pti
Na Manzoor,, Official twitter account for the documentation of overseas Pakistani donors who are contributing to the PTI Chairman Imran Khan,FALSE,2022-05-16 11:00:02+00:00,thank you mubeen salik from united kingdom for your donation of,neutral,pti
Na Manzoor,, Official twitter account for the documentation of overseas Pakistani donors who are contributing to the PTI Chairman Imran Khan,FALSE,2022-05-16 10:45:02+00:00,thank you irshad ahmed from qatar for your donation of,neutral,pti
Elegena,, No Picture No Whatsapp.,FALSE,2022-05-16 09:36:54+00:00,behind you skipper,positive,pti
sajawal farooq,Pakistan, Devil from hasilpur,FALSE,2022-05-16 09:27:45+00:00,imrankhanpti behind you skipper,positive,pti
Na Manzoor,, Official twitter account for the documentation of overseas Pakistani donors who are contributing to the PTI Chairman Imran Khan,FALSE,2022-05-16 09:25:01+00:00,thank you sardar muhammad imran from saudi arabia for your donation of,neutral,pti
Muhammad Zubair,Lyallpur Pakistan, No expectations No dissappointments,FALSE,2022-05-16 09:24:43+00:00,behind you skipper ptiofficial imrankhanpti,positive,pti
Umme Arsh,Pakistan, Pakistan is my first love,FALSE,2022-05-16 09:22:29+00:00,imrankhanpti always behind you skipper,positive,pti
Na Manzoor,, Official twitter account for the documentation of overseas Pakistani donors who are contributing to the PTI Chairman Imran Khan,FALSE,2022-05-16 09:20:01+00:00,thank you shahzeb malik from united kingdom for your donation of,neutral,pti
Sumaiya Ali,, Submission to the will of Allah ,FALSE,2022-05-16 09:05:41+00:00,imrankhanpti behind you skipper,positive,pti
,London England, |Pakistan first| |i Speak my mind| |Not a political worker| |Not a Blind follower| |Not a SM activist| |Self respect first| |Pakhtoon|Team Leader @TeamiPians,FALSE,2022-05-16 09:05:16+00:00,imrankhanpti behind you skipper,positive,pti
Na Manzoor,, Official twitter account for the documentation of overseas Pakistani donors who are contributing to the PTI Chairman Imran Khan,FALSE,2022-05-16 08:50:02+00:00,thank you jawad yousaf from united kingdom for your donation of,neutral,pti
Free Palestine,, Absolutely n0t..,FALSE,2022-05-16 08:37:36+00:00,imrankhanpti behind you skipper always,positive,pti
A O R T A ..,Faisalabad Pakistan," Introvert_Dr || Gemini || Muslim || Im rarely bored alone I am often bored in groups and crowds""",FALSE,2022-05-16 08:12:26+00:00,imrankhanpti skipper we are behind you,positive,pti
Abid Jan,, dir lower,FALSE,2022-05-16 08:12:17+00:00,imrankhanpti,positive,pti
Mohammed Ali,Abbottabad Pakistan, ,FALSE,2022-05-16 08:12:15+00:00,imrankhanpti behind you skipper always,positive,pti
Na Manzoor,, Official twitter account for the documentation of overseas Pakistani donors who are contributing to the PTI Chairman Imran Khan,FALSE,2022-05-16 07:55:02+00:00,thank you omran from denmark for your donation of,neutral,pti
John,Pakistan, Retweets are not endorsements @johngill882 is my only Twitter account. If you find any fake account please report and inform.,FALSE,2022-05-16 07:39:04+00:00,jawadraza06 micksit behind you skipper,positive,pti
Na Manzoor,, Official twitter account for the documentation of overseas Pakistani donors who are contributing to the PTI Chairman Imran Khan,FALSE,2022-05-16 07:20:02+00:00,thank you muhammad bilal from saudi arabia for your donation of,neutral,pti
Na Manzoor,, Official twitter account for the documentation of overseas Pakistani donors who are contributing to the PTI Chairman Imran Khan,FALSE,2022-05-16 06:20:02+00:00,thank you jasia moazzam from new zealand for your donation of,neutral,pti
Na Manzoor,, Official twitter account for the documentation of overseas Pakistani donors who are contributing to the PTI Chairman Imran Khan,FALSE,2022-05-16 04:45:02+00:00,thank you shehzad from united kingdom for your donation of,neutral,pti
Rana Muhammad Saif,Muzaffargarh Pakistan, student,FALSE,2022-05-16 03:56:55+00:00,behind you skipper,positive,pti
Zaheer Khan Hadi,Islamabad Pakistan, Mansehra kpk /,FALSE,2022-05-16 03:42:37+00:00,kenzimcgill always behind you skipper,positive,pti
Na Manzoor,, Official twitter account for the documentation of overseas Pakistani donors who are contributing to the PTI Chairman Imran Khan,FALSE,2022-05-16 03:35:02+00:00,thank you rabail memon from united states for your donation of,neutral,pti
Na Manzoor,, Official twitter account for the documentation of overseas Pakistani donors who are contributing to the PTI Chairman Imran Khan,FALSE,2022-05-16 03:30:03+00:00,thank you sheraz hassan from qatar for your donation of,neutral,pti
Captain,Islamabad Pakistan, Follow me I will follow you guaranteed.,FALSE,2022-05-16 03:22:57+00:00,behind you skipper,positive,pti
Na Manzoor,, Official twitter account for the documentation of overseas Pakistani donors who are contributing to the PTI Chairman Imran Khan,FALSE,2022-05-16 03:15:05+00:00,thank you ahmer murad from united states for your donation of,neutral,pti
Na Manzoor,, Official twitter account for the documentation of overseas Pakistani donors who are contributing to the PTI Chairman Imran Khan,FALSE,2022-05-16 03:00:02+00:00,thank you qasim choudhary from switzerland for your donation of,neutral,pti
Na Manzoor,, Official twitter account for the documentation of overseas Pakistani donors who are contributing to the PTI Chairman Imran Khan,FALSE,2022-05-16 02:40:03+00:00,thank you shahid khalid farooq from saudi arabia for your donation of,neutral,pti
Na Manzoor,, Official twitter account for the documentation of overseas Pakistani donors who are contributing to the PTI Chairman Imran Khan,FALSE,2022-05-16 02:30:02+00:00,thank you aymen fatima from united states for your donation of,neutral,pti
Na Manzoor,, Official twitter account for the documentation of overseas Pakistani donors who are contributing to the PTI Chairman Imran Khan,FALSE,2022-05-16 02:25:03+00:00,thank you ali shan from canada for your donation of,neutral,pti
Na Manzoor,, Official twitter account for the documentation of overseas Pakistani donors who are contributing to the PTI Chairman Imran Khan,FALSE,2022-05-16 02:10:02+00:00,thank you quratul malik from canada for your donation of,neutral,pti
